Gene_symbol,Cell_type,Mean_log2_fold_change,Adjusted_p_value
Tspan7,SMC,1.4795683567463076,5.79915806825851e-6
Xk,SMC,2.8898570977437306,6.933666573405349e-6
Kcnj12,SMC,2.6755657669542816,7.245589909960884e-6
1700120C14Rik,SMC,2.095416394173751,7.694113330327027e-6
Rps6ka5,SMC,1.3365553641550516,8.130898048556004e-6
Mfhas1,SMC,1.3474770781846948,1.0123790223711658e-5
Map6,SMC,2.4969460461377624,1.0471903774288892e-5
Plxna4,SMC,2.3597085628803147,1.1985059481952771e-5
Gprc5b,SMC,2.740486100780496,1.2000908574466828e-5
Armc3,SMC,4.416168849584135,1.304642507287588e-5
C1s1,SMC,1.2082841235797939,1.319694124391459e-5
Zfp568,SMC,1.7035016512134562,1.3553994391615286e-5
Ppp1r1a,SMC,3.1411285428584472,1.442878254278409e-5
Ltbp1,SMC,1.5261364892597693,1.4561394995149453e-5
Kcna2,SMC,3.29657326,1.4574634635913943e-5
Adam33,SMC,2.955022223115179,1.4574634635913943e-5
Xylb,SMC,2.9050498810433782,1.472192514301671e-5
C2cd2,SMC,1.1809709553107492,1.5630590505596668e-5
Spats2l,SMC,1.4821716870145059,1.7715775987096553e-5
Gadd45g,SMC,3.8506777816117443,1.81396223307583e-5
Olfr569,SMC,3.189715179469771,1.8518965144787805e-5
Tmem131l,SMC,1.4864333849091724,2.0846537468417167e-5
Myo18a,SMC,1.9842423979388375,2.161728386098977e-5
Col12a1,SMC,2.5210410924149205,2.2409234630982054e-5
Aoc3,SMC,1.1553865569832507,2.773732390508381e-5
Ldlrad3,SMC,1.5586922965562076,3.0434984076434544e-5
Sdc1,SMC,2.038404287176931,3.136978416358605e-5
Clu,SMC,1.428736335239317,3.14707760631115e-5
Cald1,SMC,0.7004473600263097,3.179409654579923e-5
Stk38l,SMC,1.3365705830127004,3.287828711904714e-5
Snta1,SMC,1.6046132319164355,3.3123456827812376e-5
Gm47644,SMC,2.856503314580493,3.355132934951736e-5
Lpp,SMC,1.1643432620250684,3.815909422100382e-5
Dusp8,SMC,1.9056833998849414,3.9050173746150524e-5
Larp1b,SMC,1.1904550740314743,4.048954186683587e-5
Cdk19,SMC,1.2359497008952318,4.144982761240884e-5
Msrb3,SMC,1.1295488288861204,4.173052644711636e-5
Dusp27,SMC,2.5346051652319703,5.448278492791656e-5
Pkp4,SMC,1.5370785298782041,5.9819166120638497e-5
Mark1,SMC,1.1959642395399515,6.247351744768683e-5
Adarb1,SMC,2.623238616935369,6.492438759169415e-5
Acss1,SMC,1.4996227210294881,7.300310301881787e-5
Hmgn3,SMC,1.2811914098193302,7.497498694951062e-5
Gm13861,SMC,2.045426299508546,8.04570990879203e-5
Adamts6,SMC,1.8151680775926844,8.886222383987547e-5
Nppa,SMC,1.115861553016928,9.348660695017453e-5
Slc4a7,SMC,1.8285129580786055,1.0046491902960988e-4
Tgfb3,SMC,2.3083492167068607,1.0539171399390897e-4
Prkaa2,SMC,1.580681274662456,1.2072939980051338e-4
Dnajb4,SMC,1.4953007020776137,1.3189395849910125e-4
Suco,SMC,1.6175881974160862,1.3424137509584032e-4
Reln,SMC,4.524204241347757,1.347788298312879e-4
Fosl2,SMC,1.7233418627151833,1.3597323334266256e-4
A930024E05Rik,SMC,4.366500420786494,1.3847297451435566e-4
Adgrg6,SMC,3.8009318533636915,1.416606918504351e-4
Aldh4a1,SMC,1.9886570103012327,1.471711548032643e-4
Gm30108,SMC,3.890440748541288,1.4747990204632246e-4
Tnfrsf10b,SMC,3.624147898245271,1.4881226350510368e-4
Prss23,SMC,2.106092662863269,1.89228243923233e-4
Mir22hg,SMC,1.3720711992590289,1.9639411929170056e-4
Ccdc9b,SMC,2.486450433317089,2.052019103054044e-4
Tigd4,SMC,3.746163618053293,2.1506224475419355e-4
4921513I03Rik,SMC,3.6918001453923024,2.1754548692390192e-4
Klra2,SMC,3.48689871,2.1754548692390192e-4
2200002D01Rik,SMC,2.6987376162764307,2.1830020935539193e-4
Gm41414,SMC,3.815417538565198,2.2259588862093022e-4
Cpxm2,SMC,2.041988093466424,2.26837444110981e-4
Crtc3,SMC,1.2038967654048172,2.369537688752346e-4
Atp2a2,SMC,0.7299784436903551,2.4330847841239932e-4
Atp2b1,SMC,0.9449260724508566,2.4594536168342276e-4
Sncg,SMC,1.4019911875424138,2.52252220322569e-4
Plcb1,SMC,2.2618538978273914,2.7853928073996297e-4
Smtn,SMC,1.532490011762785,2.874306916865043e-4
Extl1,SMC,2.137280171404229,2.9184975377576284e-4
Myof,SMC,1.7267356213245835,2.9805874529713046e-4
Tmem196,SMC,2.011192794785376,3.00764473909152e-4
Fbxo30,SMC,1.3253661750921966,3.0396693104548205e-4
Hspb2,SMC,2.0114788887681634,3.0673220779442293e-4
Sparcl1,SMC,1.072561875435417,3.3413528071201494e-4
Rhobtb3,SMC,1.5936507580008485,3.7566772358758004e-4
Ncam1,SMC,2.325991990577901,3.8317786942551764e-4
Bace1,SMC,1.7013691458628004,3.836600911362262e-4
Foxc1,SMC,1.3905868728466626,4.070406620620002e-4
Ptpn14,SMC,1.6930766993323956,4.234383091204925e-4
Pik3c2b,SMC,2.0164348488024872,4.42114026172181e-4
Ildr2,SMC,3.456341921,4.891300736452221e-4
Amigo2,SMC,1.6520070799965798,5.71320649924847e-4
Arhgef39,SMC,2.8510200115965496,5.84945578888673e-4
Gm3646,SMC,2.8000211445963883,5.970423743097628e-4
Ptgis,SMC,2.5679768337910724,5.971607656196783e-4
Ppp1r9a,SMC,1.438417035567312,6.438079892503954e-4
Tspyl5,SMC,2.890264383901843,6.815462656072831e-4
Crlf1,SMC,2.3598132043449636,6.850175819424637e-4
Thnsl2,SMC,2.171934980352871,7.170414092495932e-4
Kcnmb1,SMC,1.9395509833751323,7.24964847166235e-4
Frk,SMC,1.3579916754489345,7.293729460084574e-4
Wscd2,SMC,6.285446753015018,7.387097466958772e-4
Acat3,SMC,5.779820485,7.387097466958772e-4
Atp8b1,SMC,1.2220576446421327,7.464691036486661e-4
Cxcr5,SMC,5.942183157260505,7.503696757301096e-4
Fam167b,SMC,5.686716086531359,7.503696757301096e-4
Dhh,SMC,5.397494584650339,7.503696757301096e-4
Gm26964,SMC,5.303890189335028,7.503696757301096e-4
Itga8,SMC,2.006883923295252,7.587527759379743e-4
2810032G03Rik,SMC,5.194031981019012,7.622081108185819e-4
Gm19410,SMC,4.906592435786141,7.622081108185819e-4
Gm13446,SMC,4.823577649737527,7.622081108185819e-4
Gm14453,SMC,4.7899938491317915,7.622081108185819e-4
Gm29266,SMC,4.725413120780933,7.622081108185819e-4
Nkx6-1,SMC,4.513436653108986,7.622081108185819e-4
Gm35021,SMC,4.101751464871329,7.622081108185819e-4
Gm31108,SMC,3.906731247073698,7.622081108185819e-4
Actn4,SMC,1.1335567875796964,8.328923320487443e-4
Dlg1,SMC,1.1306851299936118,8.332172318735768e-4
Usp49,SMC,1.386453622422067,8.434943836848648e-4
Utrn,SMC,0.746444289,9.39701447918599e-4
Ptges3l,SMC,1.7651523309156818,9.524949926635216e-4
Lrrtm3,SMC,0.5630101389879512,9.570312166097728e-4
Ccdc162,SMC,4.470206643,9.66922384892553e-4
Gm26861,SMC,3.569140722007565,0.001015223
Pilra,SMC,3.052487282916883,0.001040242
Sytl2,SMC,4.034961371805305,0.001101791
Susd2,SMC,1.6688924808592986,0.001230177
Ppp1r18os,SMC,3.493710210746811,0.001301569
Tgm2,SMC,1.5553695446482654,0.001328912
Dtnb,SMC,2.2561679368394114,0.001398449
Lrrcc1,SMC,2.164926525722188,0.001427729
Adcy9,SMC,1.1269144812829812,0.001429078
Lrp2bp,SMC,2.598163289,0.001478655
Rock1,SMC,0.8999646230264924,0.001615192
Bcar3,SMC,1.286595310294277,0.0016441
Gm15738,SMC,1.5595559476216605,0.00184821
Gmpr,SMC,1.5203253598821775,0.00191807
2310030G06Rik,SMC,3.461805650207172,0.00195099
Rasl11b,SMC,2.2918978960582885,0.001951651
Sema3g,SMC,3.5150837973512723,0.001988855
Slc22a3,SMC,3.3574726135262583,0.002014493
Ssh3,SMC,3.0474560816195564,0.002079996
Snca,SMC,2.779044752756591,0.002189112
Ntn1,SMC,2.308143084085127,0.002245937
Emilin1,SMC,1.6178054142172473,0.00226106
Gdpd5,SMC,2.4045789718599697,0.002303791
Nt5c2,SMC,1.0660792040572176,0.002468692
Gm13889,SMC,1.483289897398107,0.002672949
Trim2,SMC,1.3358239506762333,0.002776421
Tuba1c,SMC,1.765731720291313,0.002821755
Schip1,SMC,1.1106179106212641,0.003179402
Ryr2,SMC,1.101165702290373,0.003199833
Zfp827,SMC,1.8445887972145156,0.003297266
Actb,SMC,0.890006001,0.003411088
P2ry6,SMC,2.7277967470211144,0.00349204
Slc35e4,SMC,2.315544544,0.003551322
Zdhhc14,SMC,1.225226239093654,0.003593756
Gm43948,SMC,4.5250591850971595,0.003628585
9530034E10Rik,SMC,4.302330011022892,0.003664202
Gldn,SMC,3.8048889902055545,0.003773094
Fam168a,SMC,1.1963363368006652,0.003850949
Hmgcll1,SMC,3.663561714,0.003885113
Aldh1l2,SMC,3.1427720997685142,0.003885113
BB365896,SMC,2.917018414654211,0.003923163
Esyt2,SMC,1.0821595896832845,0.004297864
Celsr2,SMC,4.452526963752736,0.004785685
Plin4,SMC,1.3092829906542307,0.004963836
AI838599,SMC,2.0087928293468953,0.005039747
Stc2,SMC,2.327290846680598,0.005126636
Cd200,SMC,1.1060375423418625,0.005163257
Dixdc1,SMC,2.3119637201614385,0.005683071
Jph2,SMC,0.860391108,0.00589292
Pknox2,SMC,1.3303398192795401,0.005903109
Stmn2,SMC,2.1676811615888303,0.005988434
Lifr,SMC,1.4287056647581533,0.00610521
Pbx1,SMC,0.7852377867809981,0.006159515
Mapk4,SMC,2.056300644214992,0.006350808
Ppp1cb,SMC,0.9427871799684774,0.006514536
Ptprf,SMC,1.4329749005593615,0.006606496
Hnmt,SMC,2.4942532605701384,0.006622813
Gja5,SMC,3.457371477181674,0.006845776
Abr,SMC,1.085367127517898,0.007153363
Gm34471,SMC,1.8695546212714529,0.007261717
Rapgef4,SMC,1.9382749963715173,0.007423708
Nhs,SMC,1.0540745396673703,0.007614148
4930523C07Rik,SMC,0.8145598769525274,0.007796839
Lmcd1,SMC,3.0031161554158676,0.007823069
Tbx2,SMC,1.064281646576272,0.007968282
Eef2k,SMC,1.7200825331413454,0.008069247
Zyx,SMC,1.3300827955980523,0.008257132
Arl2bp,SMC,1.3101860731335204,0.009358875
Tesc,SMC,1.019513017,0.009474796
Tlk1,SMC,0.9612706824806819,0.009877689
